""	"17119-05-01-243200068"	"17119-05-02-243200066"	"17119-05-03-243200095"	"17119-05-04-243200101"	"17119-05-05-243200087"	"17119-05-06-243200069"	"17119-05-07-243200099"	"17119-05-08-243200071"	"17119-05-09-243200070"	"17119-05-10-243200096"	"17119-05-11-243200091"	"17119-05-12-243200081"	"17119-05-13-243200076"	"17119-05-14-243200089"	"17119-05-15-243200093"	"17119-05-16-243200072"	"17119-05-17-243200086"	"17119-05-18-243200100"	"17119-05-19-243200062"	"17119-05-20-243200063"	"17119-05-21-243200075"	"17119-05-22-243200094"	"17119-05-23-243200073"	"17119-05-24-243200088"	"17119-05-25-243200085"	"17119-05-26-243200098"	"17119-05-27-243200083"	"17119-05-28-243200078"	"17119-05-30-243200082"	"17119-05-31-243200080"	"17119-05-32-243200092"	"17119-05-33-243200064"	"17119-05-34-243200097"	"17119-05-35-243200067"	"17119-05-36-243200079"	"17119-05-37-243200074"	"17119-05-38-243200077"	"17119-05-39-243200084"	"17119-05-40-243200090"	"17119D-05-29-243200065"
"K00185"	0	1	0	0	1	0	0	196	0	0	15	0	0	0	0	0	0	0	1	0	51	0	1	0	1	2	0	2	0	91	0	0	0	0	222	79	1	71	271	3
"K00186"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	343	78	0
"K00187"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	476	182	0
"K00194"	0	0	0	0	0	0	0	1	0	0	0	7	0	3	0	2	0	0	8	0	37	0	2	0	0	0	0	4	2	0	0	0	1	0	0	5	0	216	346	0
"K00196"	61	13	2	2	1	30	1	65	0	0	0	20	0	8	0	27	0	8	49	0	43	0	38	41	0	0	0	32	6	77	8	329	2	3	79	38	1	340	329	5
"K00197"	0	0	0	0	0	3	0	9	1	0	0	26	0	24	0	0	0	0	14	0	57	0	5	1	0	0	0	9	1	1	0	2	1	3	4	8	1	536	612	0
"K00198"	1	0	2	1	2	32	0	66	1	1	0	17	0	62	0	1	1	42	81	0	114	0	315	3	0	0	0	59	11	42	34	16	9	1	77	59	6	641	1121	4
"K00200"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	593	67	0
"K00201"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	355	19	0
"K00202"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	480	41	0
"K00203"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	5	0
"K00205"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	370	19	0
"K00207"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	14	0
"K00208"	2826	737	227	1696	749	1606	801	1369	882	1300	1184	1119	980	1226	987	1687	414	831	1213	827	759	1043	1299	831	1465	1757	1790	2069	1197	590	1242	793	1289	176	829	1136	5200	537	982	1059
"K00209"	9	7	0	0	0	0	1	0	0	2	0	66	0	6	2	39	0	10	2	0	0	0	2	0	0	0	0	3	31	1	3	14	0	3	1	0	0	15	137	0
"K00211"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"K00213"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0
"K00214"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0
"K00215"	1933	735	496	1231	3373	1428	422	2156	627	1118	2022	2411	691	2989	1174	3421	666	1010	3184	731	2092	625	3654	2445	1464	3603	3823	5219	1487	2656	4509	2739	3954	1824	2826	3453	2394	3529	5453	1770
"K00216"	2393	24	147	119	1817	27	43	375	25	87	300	1150	47	447	112	2074	65	103	464	3	53	2	421	337	355	1077	2831	2189	266	339	704	768	3603	68	768	777	83	128	220	376
"K00219"	1	9	150	143	2128	37	71	650	33	104	317	1129	57	796	91	2331	74	137	742	7	94	2	774	3489	556	1492	5105	2404	1078	365	1128	3110	5301	87	1340	1323	417	587	626	577
"K00220"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	25	0
"K00221"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00222"	1	0	0	1	3	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0	6	0
"K00223"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
"K00224"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00226"	156	1254	471	1092	1001	1009	598	1477	708	1139	917	737	808	415	1381	884	191	707	206	676	460	739	509	1169	911	101	281	2346	1064	1009	509	916	234	2120	868	1071	1978	662	921	1017
"K00227"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	2	0	0	0	0	1	0	2	0	0	1	0	7	0	1	2	4	0
"K00228"	2	3	74	80	1041	26	29	280	27	54	110	589	18	353	36	1445	30	76	374	3	36	0	321	1358	135	417	1852	1179	431	171	396	1461	1141	39	409	653	183	90	142	176
"K00230"	4	3	127	64	1371	20	25	280	40	52	334	655	39	437	30	1319	56	98	403	10	43	3	352	937	233	1134	1663	1239	328	357	786	707	2279	114	397	626	110	147	239	540
"K00231"	6515	137	25	948	70	6	10	78	18	11	46	80	7	242	161	17	4	76	25	14	18	2	760	58	5	41	105	276	19	73	255	184	40	31	161	218	422	243	568	192
"K00232"	0	0	0	0	1	0	0	1	0	0	0	1	0	18	0	0	0	0	0	4	0	0	0	0	1	0	141	88	1	22	15	2	4	0	1	0	2	36	218	1
"K00234"	0	1	2	0	2	3	1	17	0	1	1	1	1	2	1	0	0	1	6	0	0	0	0	0	0	0	2	3	4	0	0	0	1	2	2	5	2	5	14	0
"K00235"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00236"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
"K00239"	4620	427	180	1290	1605	66	69	3430	60	102	563	1787	58	1080	592	2572	61	215	685	44	134	2	1553	1226	273	974	1388	2516	428	794	1247	731	3032	211	1495	1657	948	3922	6008	874
"K00240"	1703	63	87	618	976	16	25	514	23	47	252	672	22	326	124	1034	23	100	306	23	48	0	477	1550	115	493	1481	1276	438	279	570	1317	1263	144	695	713	443	848	1928	483
"K00241"	1295	100	48	496	747	37	14	1255	17	16	237	392	18	248	110	651	14	82	239	16	68	0	397	1188	65	343	1112	884	331	209	432	836	1215	121	677	477	246	943	1659	357
"K00242"	185	2	44	35	659	25	14	96	12	27	85	391	18	232	38	542	21	49	147	18	22	11	172	664	72	285	1037	699	209	130	278	498	832	30	238	308	87	38	50	134
"K00243"	1489	371	1059	2330	1226	2736	1336	1776	1252	2058	1980	1310	1603	2224	2811	1304	849	1847	1652	1575	1715	1762	1559	307	1945	1473	258	2413	1846	1936	1752	1400	621	2607	2394	2059	1817	2159	2780	1695
"K00244"	278	682	510	2313	1983	3724	1156	1731	1453	2036	2756	2250	1622	2584	1399	4408	962	1649	2629	1645	2526	1674	1817	10051	3431	3434	8868	3455	4573	1526	5161	8412	4555	637	2652	2733	3014	2364	3260	1781
"K00245"	1	6	65	39	837	907	10	203	112	34	180	574	28	299	29	1009	28	94	259	12	27	7	257	2483	161	633	2310	1121	638	195	699	2004	1747	71	329	486	254	112	224	305
"K00246"	5	1	82	70	1227	418	24	251	39	47	185	656	31	277	55	1186	24	79	322	3	33	3	294	1192	178	689	1437	1304	323	197	669	876	1964	61	393	549	102	109	206	333
"K00247"	2	0	49	14	590	5	10	123	22	23	89	377	13	207	20	535	12	48	145	0	10	3	167	189	83	323	793	666	98	144	315	268	922	18	200	285	30	40	78	143
"K00248"	13	0	0	2	1	1	0	2	0	0	2	2	1	0	1	0	2	1	0	0	38	1	0	0	0	1	0	2	1	0	0	2	19	0	2	108	0	2	7	1
"K00249"	1	1	3	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	4	0	8	8	0	1	0	6	81	1	65	6	0	3	0	2	12	124	173	2
"K00251"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00252"	13	341	16	552	16	1	20	5	24	20	7	98	8	201	322	10	0	6	40	12	5	2	3	134	3	4	126	243	16	92	107	175	6	6	18	47	756	31	287	61
"K00253"	0	2	0	0	0	0	0	1	0	0	0	0	1	0	19	0	1	2	3	1	0	0	3	0	0	0	0	7	1	0	33	0	0	0	14	3	1	4	14	1
"K00254"	325	51	46	119	480	308	24	268	80	19	127	391	12	441	113	480	14	74	210	10	18	7	297	1960	156	335	1609	820	675	254	545	1771	2613	62	698	450	427	505	924	296
"K00255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0
"K00259"	6528	692	55	1004	137	9	40	1021	27	32	76	299	21	711	564	501	1	9	219	3	39	0	177	143	2	26	183	542	191	159	253	423	41	24	530	262	1164	1210	2041	117
"K00260"	2985	297	8	636	51	4	10	9	1	8	40	69	4	9	239	511	1	1	29	0	245	0	3	19	0	13	8	45	12	31	7	162	19	1	5	65	414	631	783	193
"K00261"	1	0	0	0	1	0	1	32	0	2	1	71	0	30	2	0	0	47	172	2	76	2	650	0	0	0	1	107	26	24	142	21	5	4	67	61	3	250	404	29
"K00262"	48	422	662	480	1867	232	24	3592	147	89	482	1880	81	2965	1325	2891	31	409	1567	20	668	3	3393	1314	593	869	2827	4269	562	2842	1517	2318	2346	2377	2790	3217	3156	5405	8585	964
"K00263"	3525	33	1	265	47	1	1	4	0	0	1	34	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	169	7	2	0	10	1	0	239	2	0	3	28	0
"K00264"	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	27	44	0
"K00265"	9677	1654	1426	5271	6206	3050	272	4309	834	329	1551	5040	173	5384	2642	6693	671	976	3143	122	1070	43	12432	11853	4057	4881	12147	10503	3789	5891	5900	12299	12493	3258	5519	7643	3967	7074	13611	3419
"K00266"	218	448	480	1408	2376	1570	109	4295	361	133	590	2339	109	4139	1155	2696	65	478	1729	104	1263	78	9142	2441	1064	1806	3499	4649	855	3433	2450	3922	5719	2308	2775	4964	7701	9895	15138	1606
"K00272"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"K00273"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"K00274"	4683	60	7	79	30	3	4	3	1	0	0	0	3	1	0	4	2	0	0	1	0	0	0	6	1	0	0	0	9	0	0	78	1	0	1	1	0	7	8	1
"K00275"	4	20	119	31	1052	22	19	973	85	35	198	636	35	252	50	1157	41	91	218	6	27	1	283	909	174	438	1416	1446	293	188	558	631	1775	44	594	532	98	116	289	268
"K00276"	3	2	103	56	1146	27	22	291	24	54	232	720	26	290	63	1806	36	58	316	4	37	2	152	1608	9	527	3992	1682	781	191	325	2316	5	26	497	577	261	95	149	301
"K00277"	0	2	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	2	1	0	2	4	0
"K00278"	3440	94	1146	242	4156	247	50	2010	51	90	602	2102	55	1951	2103	2668	90	593	1597	16	580	3	2058	629	433	1278	3921	3438	377	2326	2317	2429	5448	5391	2971	4027	122	1865	3859	1784
"K00279"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	0
"K00280"	0	0	2	2	2	2	3	0	0	1	0	0	0	1	0	0	0	1	4	1	2	0	0	682	0	2	329	2	82	6	1	411	1	1	3	0	37	9	20	3
"K00281"	936	16	319	146	3123	85	68	3182	87	87	629	2037	93	1084	225	3677	78	232	911	29	107	3	1085	2822	524	1896	8370	3830	795	632	1658	1839	4835	116	2445	2118	323	1051	2628	938
"K00282"	3094	285	23	1065	79	1	10	91	1	16	2	274	10	102	428	12	2	3	265	0	241	0	21	41	0	7	16	67	8	48	15	137	3	3	175	45	572	2003	2841	19
"K00283"	4457	420	31	887	109	5	13	90	3	12	8	170	9	121	493	24	2	4	476	2	405	1	25	42	1	4	26	291	11	100	7	258	6	8	209	135	831	2362	3071	10
"K00284"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"K00285"	2286	28	181	134	1700	35	27	483	41	69	415	1142	50	758	99	2310	49	107	714	5	60	2	641	1349	323	1131	2728	2265	654	293	805	1689	3488	63	757	1087	222	164	245	619
"K00286"	6399	637	1162	2708	2885	2809	1535	2428	1675	2196	2602	2541	2246	2752	3174	2321	937	1939	3824	1915	2544	2235	4266	1794	2620	2694	3025	6003	2618	3634	4379	3722	2324	4765	2500	4151	6597	4362	6680	2775
"K00287"	1783	1162	1343	3469	3251	4468	2475	1878	2213	3591	3062	2016	2727	1774	2698	2229	1448	2650	1752	2667	2072	3358	2497	2786	3767	2246	1768	2906	3309	1645	2200	3539	3784	2556	1548	2424	3334	1881	3501	2410
"K00288"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0
"K00289"	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	0	1	3	8	0
"K00290"	6	29	36	466	6	316	3	985	13	38	101	234	11	1170	71	590	4	106	163	8	259	3	1418	0	170	52	26	217	35	463	366	73	53	17	394	594	208	1580	2441	89
"K00293"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	0
"K00294"	2871	507	26	1646	80	6	16	61	5	30	6	186	11	18	600	33	1	3	2	0	46	0	8	53	0	11	33	53	10	41	8	285	0	1	52	9	1107	100	274	29
"K00295"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0
"K00297"	561	574	781	1192	2710	1506	87	1669	202	562	442	1886	102	2323	1683	2343	282	814	1215	154	410	113	2495	1821	672	2044	1914	2963	658	2869	2295	2706	2445	3301	3247	3205	988	2824	4929	1423
"K00298"	0	0	0	0	1	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	65	55	0
"K00299"	7	161	64	177	788	10	27	140	20	36	105	343	14	471	273	631	20	46	187	24	26	4	224	463	247	370	761	778	175	291	478	441	1638	46	344	482	572	60	192	231
"K00302"	2344	30	4	47	36	6	1	2	0	0	1	8	2	0	6	2	1	0	1	0	1	0	0	2	0	0	3	1	1	3	0	4	0	0	2	0	1	18	131	0
"K00303"	1	0	0	1	0	0	0	7	0	0	0	1	0	1	1	0	0	0	2	6	2	0	182	2	0	0	0	0	24	27	0	0	0	0	3	1	0	125	249	0
"K00304"	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	24	1	0	0	0	0	1	0	0	8	46	0	4	9	0	6	0	0	0	5	0
"K00305"	0	0	0	0	0	0	0	0	0	0	0	2	2	2	5	0	0	0	0	12	0	0	0	2	0	0	0	0	18	33	0	1	3	0	8	0	0	2	12	0
"K00306"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0
"K00309"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"K00311"	0	0	4	0	0	0	0	7	0	0	0	0	1	0	51	1	0	0	8	0	4	0	0	0	0	0	1	1	1	2	42	0	0	1	15	1	1	46	197	0
"K00312"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"K00313"	19	14	522	278	5896	68	138	1341	105	195	1099	3380	136	1333	164	5857	228	416	1407	6	171	4	2105	4	1217	3801	3731	7207	244	1111	3048	340	12090	206	2226	3066	85	472	957	1716
"K00314"	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	4	5	0
"K00315"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0
"K00316"	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	2	29	62	1	0	0	0	0	0	0	2	0	1	0
"K00317"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"K00318"	3540	168	16	622	54	7	11	53	3	7	0	52	6	11	189	17	0	3	1	3	5	1	1	17	6	22	7	37	4	14	1	89	5	1	45	10	313	18	69	8
"K00319"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	254	31	0
"K00320"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	2	0	403	47	0
"K00322"	3	1	60	59	918	12	18	291	11	67	243	883	32	446	40	1621	30	71	415	5	31	2	540	1678	157	812	3283	1490	550	230	597	1606	1839	42	539	817	181	100	150	368
"K00323"	0	0	1	0	0	0	0	4	0	1	0	2	0	0	0	0	0	0	3	1	12	0	0	0	0	0	1	2	2	0	0	0	1	0	8	2	0	11	8	0
"K00324"	11	4	99	39	1292	29	22	382	195	38	237	1047	46	1069	60	1731	28	131	354	18	40	3	489	2693	221	649	2833	1811	829	838	1009	2421	2192	67	698	710	295	209	721	425
"K00325"	7	5	178	88	1967	27	39	476	82	74	336	1361	45	713	70	2676	41	136	555	15	52	2	653	3111	272	774	2328	2646	876	609	976	2247	3183	91	932	1081	283	223	889	505
"K00326"	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	1	0	0	2	3	2	0	1	0	0	0	0	2	0	0	2	13	0
"K00327"	0	0	0	1	0	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	20	28	0
"K00329"	2	3	0	0	1	0	0	0	0	13	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	5	0
"K00330"	745	10	104	57	1059	559	23	560	42	38	210	517	35	241	40	999	24	68	267	5	24	4	263	958	193	655	1257	1144	297	189	550	822	1647	79	515	569	100	382	558	329
"K00331"	1327	18	149	128	2208	566	42	1208	50	80	386	1343	48	539	62	2277	52	145	548	8	63	8	571	1154	303	1031	2009	2567	383	398	1088	826	3816	116	1016	1152	118	644	1212	586
"K00332"	793	3	3	2	6	220	0	5	10	0	16	1	1	0	1	0	0	0	1	2	1	2	2	0	0	26	0	0	0	6	77	0	1	20	91	35	1	39	208	38
"K00333"	3563	28	7	42	47	504	3	3	13	0	3	5	6	3	0	1	4	3	2	3	3	8	4	0	3	69	0	0	1	5	271	1	4	51	158	16	0	120	546	87
"K00334"	3	1	34	5	419	200	9	132	12	7	29	212	5	114	13	256	4	26	181	4	44	4	318	692	14	205	702	538	190	81	198	664	81	75	253	196	1105	901	945	85
"K00335"	37	7	201	122	1343	53	35	620	42	72	371	1092	26	761	106	2137	74	133	1238	12	143	6	1208	3579	195	1487	3069	3103	1050	343	828	3381	1678	151	1445	1292	4554	2121	2839	613
"K00336"	88	31	415	164	3560	1340	79	1091	83	111	577	3695	92	1723	114	5023	60	276	1632	10	558	7	1841	2478	409	1379	5959	4574	875	1738	1637	2645	4274	186	2449	2204	230	4806	5756	1064
"K00337"	4707	33	53	113	640	1117	15	1667	46	19	235	497	15	204	32	824	17	47	203	9	47	11	218	1925	136	506	1497	808	527	188	587	1496	1345	177	720	626	186	850	1532	339
"K00338"	346	3	46	40	619	636	16	680	23	31	180	401	15	157	21	703	20	38	194	3	40	3	203	1075	97	371	885	742	306	133	466	974	1158	64	413	452	105	525	787	249
"K00339"	1409	6	75	91	1102	321	21	545	27	23	191	535	25	241	29	999	33	78	254	9	40	1	272	1189	131	539	1645	1095	322	172	496	1063	1283	61	600	506	109	553	818	344
"K00340"	1717	15	39	75	472	569	8	314	26	11	84	224	12	105	19	401	12	29	77	9	12	5	114	127	52	249	320	444	77	51	304	248	733	33	260	238	32	272	434	156
"K00341"	6575	58	598	239	2918	110	52	1579	43	81	652	1700	70	689	850	2537	82	384	625	13	81	1	729	3124	253	1758	3148	3745	1110	766	1459	3024	2979	913	1917	1758	338	1311	2252	989
"K00342"	4725	59	120	170	1482	262	35	1722	31	43	226	917	52	306	52	1576	12	89	354	9	51	1	324	1255	206	516	1595	1449	732	236	708	1172	1951	52	857	852	161	1179	2008	327
"K00343"	5192	27	108	214	1609	1195	41	2216	63	52	477	1055	48	499	83	1884	33	142	538	15	76	5	449	2694	262	1161	2006	2004	875	307	891	2477	2368	155	1101	1068	296	1227	1922	685
"K00344"	3464	29	147	163	1645	46	43	473	25	71	379	1183	75	570	76	2350	59	122	618	4	71	6	534	1397	426	1235	2393	2166	329	338	789	725	4378	76	733	1137	104	190	415	526
"K00346"	1	1	6	1	2	30	0	809	116	1	44	157	4	599	10	9	3	53	4	18	8	1	46	3677	7	14	2342	203	890	467	445	2740	31	11	220	142	310	1270	2732	94
"K00347"	0	0	3	5	2	9	0	871	120	1	23	119	1	285	10	17	8	29	4	11	8	1	42	1598	8	10	1143	149	411	279	234	887	18	8	223	102	134	1091	1938	53
"K00348"	0	0	0	1	3	7	1	846	69	0	31	51	4	310	1	5	3	18	1	2	2	1	31	402	0	4	307	108	108	266	239	204	25	10	172	83	42	535	1129	42
"K00349"	0	3	4	0	0	9	0	700	46	0	35	57	1	266	11	3	3	23	3	4	4	2	16	1441	4	6	1081	79	361	192	165	1218	13	15	167	83	132	526	879	47
"K00350"	0	1	2	1	0	14	0	740	41	0	27	35	3	270	2	3	1	11	0	3	5	2	12	1135	0	2	773	55	329	142	188	906	11	2	126	68	119	572	937	34
"K00351"	3	1	1	0	3	12	1	1093	37	0	59	71	0	210	2	18	2	9	7	7	10	2	31	2575	3	11	956	52	651	139	240	1426	38	10	350	88	168	1162	1976	41
"K00354"	1395	4	3	418	28	2	4	26	0	0	1	9	5	161	0	501	1	0	194	3	9	0	437	14	0	2	3	21	9	194	4	74	0	5	15	241	2	21	21	3
"K00355"	3903	48	14	765	55	8	4	22	43	14	22	61	7	22	39	297	2	24	6	0	0	1	5	2	1	2	69	443	90	131	70	48	4	3	31	21	49	2	7	25
"K00356"	2	3	0	0	1	0	0	0	0	13	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	5	0
"K00357"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	7	0	1	1	0	0	0	6	0	1	1	0	0	0	0	1	0	2	1	0
"K00359"	4	241	13	300	20	0	4	2	1	15	6	77	3	4	227	20	1	0	2	0	5	0	4	26	0	3	33	26	5	23	0	206	0	2	1	3	588	0	0	1
"K00362"	1002	240	357	1473	4362	76	142	1043	81	204	750	2408	125	1294	505	4970	208	290	1091	10	98	19	1427	7839	914	2405	6072	5266	1984	638	1937	5217	8419	159	1342	2122	1535	431	663	1261
"K00363"	140	29	38	199	407	6	16	69	12	36	48	134	11	122	45	222	23	27	72	0	4	0	111	350	90	298	951	341	100	52	179	347	666	19	131	162	100	30	58	122
"K00364"	2073	577	531	1170	1942	707	256	615	387	822	1340	1031	413	1743	1318	1828	416	891	1720	494	981	315	2380	2172	1068	2453	2214	4502	735	1614	2436	2295	3249	2365	1914	2229	5427	818	1441	1238
"K00365"	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	10	2	0
"K00366"	4378	98	113	121	103	265	52	291	1	12	86	366	34	1620	36	285	5	101	344	19	313	34	4480	11	6	32	57	115	57	2230	57	224	85	51	199	846	80	2493	2128	91
"K00367"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	10	10	0
"K00368"	1220	5	3	0	4	1	2	0	112	3	0	92	3	647	76	13	2	1	73	33	0	1	11	220	5	32	427	411	93	233	373	121	19	8	67	137	199	47	430	192
"K00370"	4898	1241	454	2421	5642	73	192	1492	126	230	878	4317	136	2189	1488	6894	188	525	2819	20	719	8	2838	13082	1647	3275	16052	7345	3733	1303	3284	10229	18182	239	2937	3710	3188	653	1452	1740
"K00371"	683	283	394	1069	4831	76	104	1286	79	167	1149	3389	156	1852	575	5909	311	560	2579	13	433	3	2738	4893	751	4042	8168	7125	1032	1093	2686	2265	6074	161	2040	3611	893	648	856	1572
"K00372"	244	80	4	4	8	4	1	46	0	0	1	63	0	33	0	128	3	14	18	3	6	5	101	5526	5	5	5512	11	1611	44	26	6196	5	8	198	69	572	147	322	9
"K00373"	371	101	91	480	1542	18	48	371	21	50	270	764	29	503	172	1423	69	110	633	4	140	3	862	1618	302	1070	1970	1751	601	243	917	1814	3320	51	554	888	459	167	289	420
"K00374"	367	157	228	527	2662	41	61	531	45	79	509	1469	71	837	321	2878	142	239	1127	10	160	3	1235	2336	408	1774	3066	3101	768	398	1311	2122	4313	98	901	1524	654	270	437	732
"K00375"	5524	334	831	1737	2684	271	21	792	51	18	168	1398	16	2514	2156	767	22	440	1476	21	817	12	2497	6209	24	133	7893	2470	1479	2906	1778	6388	154	6123	1770	3872	1044	4590	6356	1598
"K00376"	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	12	0	0	0	0	0	1	0	3	0
