""	"17119-05-33-243200064"	"17119-05-40-243200090"	"17119-05-06-243200069"	"17119-05-09-243200070"	"17119-05-15-243200093"	"17119-05-18-243200100"	"17119-05-20-243200063"	"17119-05-28-243200078"	"17119-05-31-243200080"	"17119-05-34-243200097"	"17119-05-36-243200079"	"17119-05-39-243200084"	"17119-05-14-243200089"	"17119-05-17-243200086"	"17119-05-23-243200073"	"17119-05-26-243200098"	"17119-05-35-243200067"	"17119-05-37-243200074"	"17119D-05-29-243200065"	"REF_GCF_003795065"	"REF_GCF_003971565"
"g001211"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g001213"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g001216"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001217"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001219"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001221"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001222"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001223"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001224"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001225"	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1
"g001226"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001227"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001231"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001232"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001240"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001261"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001265"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001267"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001268"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001271"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001273"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001274"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001276"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001277"	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	1	1	1
"g001278"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g001283"	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	1
"g001285"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001295"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001304"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001305"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g001306"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
"g001308"	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
"g001313"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001317"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001318"	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0
"g001320"	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
"g001321"	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	1	1
"g001323"	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1
"g001330"	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"g001345"	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
"g001349"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001351"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001352"	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1
"g001359"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001366"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001382"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001383"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
"g001387"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001388"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001390"	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1
"g001392"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001398"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001399"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001401"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001403"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001404"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001406"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001407"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001410"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001411"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001412"	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"g001416"	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
"g001420"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001421"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001422"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001424"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g001426"	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
"g001428"	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
"g001429"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001430"	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
"g001433"	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1
"g001436"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001441"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g001456"	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
"g001465"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
"g001466"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001468"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001469"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001470"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001473"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001475"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001477"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001486"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001487"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001490"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001496"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g001497"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
"g001498"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001499"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001505"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g001509"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001516"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g001517"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
"g001520"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001521"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001522"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001524"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001525"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001527"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001528"	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1
"g001529"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001530"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1
"g001533"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001535"	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1
"g001536"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g001537"	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0
"g001538"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001540"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001542"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001543"	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1
"g001546"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001557"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001561"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001563"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001565"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001566"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001569"	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1
"g001572"	1	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	1	1
"g001574"	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001575"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001576"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001579"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001580"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001581"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001582"	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
"g001586"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g001587"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g001588"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001589"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g001595"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g001596"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g001597"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g001601"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
"g001625"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"g001665"	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0
"g001697"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001699"	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g001703"	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g001705"	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
"g001706"	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g001707"	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g001727"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"g001756"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001764"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g001877"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001894"	0	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1
"g001897"	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0
"g001919"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g001938"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g001958"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002047"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002050"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g002101"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
"g002119"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"g002142"	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002159"	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g002188"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g002199"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g002201"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g002228"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g002229"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g002243"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002264"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002297"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g002312"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002348"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g002389"	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1
"g002390"	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
"g002400"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002420"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g002422"	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1
"g002424"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g002425"	1	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0
"g002446"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"g002447"	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1
"g002448"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g002453"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g002454"	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0
"g002455"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002461"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
"g002462"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0
"g002463"	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0
"g002464"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
"g002465"	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
"g002466"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002467"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
"g002470"	1	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0
"g002475"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"g002477"	0	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
"g002478"	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
"g002486"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g002488"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g002492"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0
"g002499"	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
"g002501"	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	0
"g002503"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g002508"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g002509"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g002510"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g002512"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002513"	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"g002514"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0
"g002520"	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"g002521"	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"g002522"	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g002523"	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
"g002524"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g002525"	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
"g002526"	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1
"g002532"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002534"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g002544"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002548"	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1
"g002551"	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
"g002552"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002553"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002554"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g002557"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002558"	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g002617"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002630"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002659"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
"g002704"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002719"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"g002725"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"g002750"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g002858"	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
"g002870"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g003048"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0
"g003174"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g003210"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g003259"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g003334"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g003388"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g003447"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g003473"	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0
"g003996"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g004059"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g004098"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g004099"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g004249"	1	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	0
"g004310"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g004386"	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1
"g004709"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g004740"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g004741"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g005005"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g005032"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g005094"	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0
"g005112"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
"g005116"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g005118"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g005119"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"g005123"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g005124"	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0
"g005125"	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1
"g005128"	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0
"g005132"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g005133"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"g005134"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g005135"	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0
"g005136"	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0
"g005139"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
"g005140"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"g005142"	0	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0
"g005144"	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0
"g005149"	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0
"g005150"	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1
"g005152"	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1
"g005153"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g005155"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
"g005160"	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0
"g005169"	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
"g005175"	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0
"g005179"	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0
"g005180"	1	0	1	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	0
"g005181"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"g005182"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g005187"	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0
"g005188"	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
"g005193"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"g005203"	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1
"g005209"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"g005212"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
